page,text,cls,href,decoration,color,parent_color,in_card
places/musee-d-orsay.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-d-orsay.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-de-l-orangerie.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-de-l-orangerie.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-de-l-orangerie.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-de-l-orangerie.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-de-l-orangerie.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-de-l-orangerie.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-louvre.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-louvre.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-louvre.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-louvre.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-louvre.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-louvre.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-luxembourg.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-luxembourg.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-luxembourg.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-luxembourg.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-luxembourg.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-du-luxembourg.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-granet.html,Atelier des Lauves,card-link,../places/atelier-des-lauves.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-granet.html,Bastide du Jas de Bouffan,card-link,../places/bastide-du-jas-de-bouffan.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-granet.html,Calanques,card-link,../places/calanques.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-granet.html,Carrières de Bibémus,card-link,../places/carrieres-de-bibemus.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-granet.html,Cassis 항구,card-link,../places/cassis.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-granet.html,Cours Mirabeau,card-link,../places/cours-mirabeau.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-guimet.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-guimet.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-guimet.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-guimet.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-guimet.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-guimet.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-gustave-moreau.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-gustave-moreau.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-gustave-moreau.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-gustave-moreau.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-gustave-moreau.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-gustave-moreau.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-jacquemart-andre.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-jacquemart-andre.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-jacquemart-andre.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-jacquemart-andre.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-jacquemart-andre.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-jacquemart-andre.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-marmottan-monet.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-marmottan-monet.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-marmottan-monet.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-marmottan-monet.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-marmottan-monet.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-marmottan-monet.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-picasso-paris.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-picasso-paris.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-picasso-paris.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-picasso-paris.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-picasso-paris.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-picasso-paris.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-rodin.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-rodin.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-rodin.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-rodin.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-rodin.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/musee-rodin.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nce-t2.html,Cannes,card-link,../places/cannes.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nce-t2.html,Colline du Château (성채 언덕),card-link,../places/colline-du-chateau.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nce-t2.html,Cours Saleya,card-link,../places/cours-saleya.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nce-t2.html,Le Rocher — 모나코 구시가지,card-link,../places/le-rocher.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nce-t2.html,Le Suquet — 칸 구시가지,card-link,../places/le-suquet.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nce-t2.html,Marché Forville,card-link,../places/marche-forville.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-ville.html,Cannes,card-link,../places/cannes.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-ville.html,Colline du Château (성채 언덕),card-link,../places/colline-du-chateau.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-ville.html,Cours Saleya,card-link,../places/cours-saleya.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-ville.html,Le Rocher — 모나코 구시가지,card-link,../places/le-rocher.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-ville.html,Le Suquet — 칸 구시가지,card-link,../places/le-suquet.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-ville.html,Marché Forville,card-link,../places/marche-forville.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-walk.html,Cannes,card-link,../places/cannes.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-walk.html,Colline du Château (성채 언덕),card-link,../places/colline-du-chateau.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-walk.html,Cours Saleya,card-link,../places/cours-saleya.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-walk.html,Le Rocher — 모나코 구시가지,card-link,../places/le-rocher.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-walk.html,Le Suquet — 칸 구시가지,card-link,../places/le-suquet.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/nice-walk.html,Marché Forville,card-link,../places/marche-forville.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-la-garde.html,Atelier des Lauves,card-link,../places/atelier-des-lauves.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-la-garde.html,Bastide du Jas de Bouffan,card-link,../places/bastide-du-jas-de-bouffan.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-la-garde.html,Calanques,card-link,../places/calanques.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-la-garde.html,Carrières de Bibémus,card-link,../places/carrieres-de-bibemus.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-la-garde.html,Cassis 항구,card-link,../places/cassis.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-la-garde.html,Cours Mirabeau,card-link,../places/cours-mirabeau.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-paris.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-paris.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-paris.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-paris.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-paris.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/notre-dame-de-paris.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/onyar.html,Calella de Palafrugell,card-link,../places/calella-de-palafrugell.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/onyar.html,Collioure,card-link,../places/collioure.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/onyar.html,Girona Cathedral,card-link,../places/girona-cathedral.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/onyar.html,Passeig de la Muralla,card-link,../places/passeig-de-la-muralla.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/onyar.html,Pals,card-link,../places/pals.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/onyar.html,Peralada,card-link,../places/peralada.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/oppede-le-vieux.html,Abbaye de Sénanque,card-link,../places/abbaye-de-senanque.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/oppede-le-vieux.html,Bonnieux,card-link,../places/bonnieux.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/oppede-le-vieux.html,Coustellet 생산자 시장,card-link,../places/coustellet.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/oppede-le-vieux.html,Gordes,card-link,../places/gordes.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/oppede-le-vieux.html,Goult,card-link,../places/goult.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/oppede-le-vieux.html,Lourmarin,card-link,../places/lourmarin.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palais-des-papes.html,Carrières des Lumières,card-link,../places/carrieres-des-lumieres.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palais-des-papes.html,Glanum,card-link,../places/glanum.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palais-des-papes.html,Les Baux-de-Provence,card-link,../places/les-baux-de-provence.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palais-des-papes.html,Les Halles,card-link,../places/les-halles.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palais-des-papes.html,Pont Saint-Bénézet,card-link,../places/pont-saint-benezet.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palais-des-papes.html,Pont du Gard,card-link,../places/pont-du-gard.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palau-de-maricel.html,Barcelona Sants,card-link,../places/barcelona-sants.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palau-de-maricel.html,Barri Gòtic,card-link,../places/barri-gotic.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palau-de-maricel.html,Biblioteca de Catalunya,card-link,../places/biblioteca-de-catalunya.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palau-de-maricel.html,Cau Ferrat,card-link,../places/cau-ferrat.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palau-de-maricel.html,MACBA,card-link,../places/macba.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/palau-de-maricel.html,Sagrada Família,card-link,../places/sagrada-familia.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pals.html,Calella de Palafrugell,card-link,../places/calella-de-palafrugell.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pals.html,Collioure,card-link,../places/collioure.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pals.html,Girona Cathedral,card-link,../places/girona-cathedral.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pals.html,Passeig de la Muralla,card-link,../places/passeig-de-la-muralla.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pals.html,Onyar 강변,card-link,../places/onyar.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pals.html,Peralada,card-link,../places/peralada.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/parc-de-la-tete-d-or.html,Annecy 구시가지,card-link,../places/annecy.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/parc-de-la-tete-d-or.html,Bellecour,card-link,../places/bellecour.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/parc-de-la-tete-d-or.html,Croix-Rousse,card-link,../places/croix-rousse.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/parc-de-la-tete-d-or.html,Fourvière,card-link,../places/fourviere.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/parc-de-la-tete-d-or.html,Halles de Lyon Paul Bocuse,card-link,../places/halles-de-lyon-paul-bocuse.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/parc-de-la-tete-d-or.html,Vieux Lyon · 트라불,card-link,../places/vieux-lyon.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/passeig-de-la-muralla.html,Calella de Palafrugell,card-link,../places/calella-de-palafrugell.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/passeig-de-la-muralla.html,Collioure,card-link,../places/collioure.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/passeig-de-la-muralla.html,Girona Cathedral,card-link,../places/girona-cathedral.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/passeig-de-la-muralla.html,Onyar 강변,card-link,../places/onyar.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/passeig-de-la-muralla.html,Pals,card-link,../places/pals.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/passeig-de-la-muralla.html,Peralada,card-link,../places/peralada.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/patisserie-weibel.html,Atelier des Lauves,card-link,../places/atelier-des-lauves.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/patisserie-weibel.html,Bastide du Jas de Bouffan,card-link,../places/bastide-du-jas-de-bouffan.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/patisserie-weibel.html,Calanques,card-link,../places/calanques.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/patisserie-weibel.html,Carrières de Bibémus,card-link,../places/carrieres-de-bibemus.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/patisserie-weibel.html,Cassis 항구,card-link,../places/cassis.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/patisserie-weibel.html,Cours Mirabeau,card-link,../places/cours-mirabeau.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peralada.html,Calella de Palafrugell,card-link,../places/calella-de-palafrugell.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peralada.html,Collioure,card-link,../places/collioure.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peralada.html,Girona Cathedral,card-link,../places/girona-cathedral.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peralada.html,Passeig de la Muralla,card-link,../places/passeig-de-la-muralla.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peralada.html,Onyar 강변,card-link,../places/onyar.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peralada.html,Pals,card-link,../places/pals.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peratallada.html,Calella de Palafrugell,card-link,../places/calella-de-palafrugell.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peratallada.html,Collioure,card-link,../places/collioure.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peratallada.html,Girona Cathedral,card-link,../places/girona-cathedral.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peratallada.html,Passeig de la Muralla,card-link,../places/passeig-de-la-muralla.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peratallada.html,Onyar 강변,card-link,../places/onyar.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/peratallada.html,Pals,card-link,../places/pals.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/petit-palais.html,BnF Richelieu,card-link,../places/bnf-richelieu.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/petit-palais.html,Bourse de Commerce — Pinault Collection,card-link,../places/bourse-de-commerce-pinault-collection.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/petit-palais.html,Centre Pompidou,card-link,../places/centre-pompidou.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/petit-palais.html,Giverny,card-link,../places/giverny.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/petit-palais.html,Grand Palais,card-link,../places/grand-palais.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/petit-palais.html,Latin Quarter,card-link,../places/latin-quarter.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-du-forum-arles.html,Carrières des Lumières,card-link,../places/carrieres-des-lumieres.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-du-forum-arles.html,Glanum,card-link,../places/glanum.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-du-forum-arles.html,Les Baux-de-Provence,card-link,../places/les-baux-de-provence.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-du-forum-arles.html,Les Halles,card-link,../places/les-halles.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-du-forum-arles.html,Palais des Papes,card-link,../places/palais-des-papes.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-du-forum-arles.html,Pont Saint-Bénézet,card-link,../places/pont-saint-benezet.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-richelme-place-des-precheurs.html,Atelier des Lauves,card-link,../places/atelier-des-lauves.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-richelme-place-des-precheurs.html,Bastide du Jas de Bouffan,card-link,../places/bastide-du-jas-de-bouffan.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-richelme-place-des-precheurs.html,Calanques,card-link,../places/calanques.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-richelme-place-des-precheurs.html,Carrières de Bibémus,card-link,../places/carrieres-de-bibemus.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-richelme-place-des-precheurs.html,Cassis 항구,card-link,../places/cassis.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/place-richelme-place-des-precheurs.html,Cours Mirabeau,card-link,../places/cours-mirabeau.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-du-gard.html,Carrières des Lumières,card-link,../places/carrieres-des-lumieres.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-du-gard.html,Glanum,card-link,../places/glanum.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-du-gard.html,Les Baux-de-Provence,card-link,../places/les-baux-de-provence.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-du-gard.html,Les Halles,card-link,../places/les-halles.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-du-gard.html,Palais des Papes,card-link,../places/palais-des-papes.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-du-gard.html,Pont Saint-Bénézet,card-link,../places/pont-saint-benezet.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-saint-benezet.html,Carrières des Lumières,card-link,../places/carrieres-des-lumieres.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-saint-benezet.html,Glanum,card-link,../places/glanum.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-saint-benezet.html,Les Baux-de-Provence,card-link,../places/les-baux-de-provence.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-saint-benezet.html,Les Halles,card-link,../places/les-halles.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-saint-benezet.html,Palais des Papes,card-link,../places/palais-des-papes.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/pont-saint-benezet.html,Pont du Gard,card-link,../places/pont-du-gard.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/promenade-des-anglais.html,Cannes,card-link,../places/cannes.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/promenade-des-anglais.html,Colline du Château (성채 언덕),card-link,../places/colline-du-chateau.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/promenade-des-anglais.html,Cours Saleya,card-link,../places/cours-saleya.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/promenade-des-anglais.html,Le Rocher — 모나코 구시가지,card-link,../places/le-rocher.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/promenade-des-anglais.html,Le Suquet — 칸 구시가지,card-link,../places/le-suquet.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/promenade-des-anglais.html,Marché Forville,card-link,../places/marche-forville.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/restaurant-beatrice.html,Cannes,card-link,../places/cannes.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/restaurant-beatrice.html,Colline du Château (성채 언덕),card-link,../places/colline-du-chateau.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/restaurant-beatrice.html,Cours Saleya,card-link,../places/cours-saleya.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/restaurant-beatrice.html,Le Rocher — 모나코 구시가지,card-link,../places/le-rocher.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/restaurant-beatrice.html,Le Suquet — 칸 구시가지,card-link,../places/le-suquet.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/restaurant-beatrice.html,Marché Forville,card-link,../places/marche-forville.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/rocher-des-doms.html,Carrières des Lumières,card-link,../places/carrieres-des-lumieres.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/rocher-des-doms.html,Glanum,card-link,../places/glanum.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/rocher-des-doms.html,Les Baux-de-Provence,card-link,../places/les-baux-de-provence.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/rocher-des-doms.html,Les Halles,card-link,../places/les-halles.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
places/rocher-des-doms.html,Palais des Papes,card-link,../places/palais-des-papes.html,none,"rgb(34, 30, 25)","rgb(34, 30, 25)",True
