id,name,region,current_type,source_file,canonical_source_candidate,generated_url,day_refs,region_refs,walk_refs,map_ref,search_ref,has_dedicated_place_page,current_content_depth,facts_status,source_status,duplicate_candidate,alias_candidate,orphan_status,archive_candidate,notes
---,---,paris,---,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,,,paris,,N,N,N,NONE,1/11 facts,REGISTRY_ONLY,,,NO_DAY_REF; NO_GENERATED_PAGE,N,
a-d-aligre-butte-aux-cailles-convention-batignolles,a-d-aligre-butte-aux-cailles-convention-batignolles,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
abbaye-de-senanque,Abbaye de Sénanque,luberon,spot,source/CURRENT/30_Places/abbaye-de-senanque.md,source/CURRENT/30_Places/abbaye-de-senanque.md,places/abbaye-de-senanque.html,,luberon,,N,N,Y,DEEP_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
acchiardo,acchiardo,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
aerobus,aerobus,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
aix-stay-candidate,aix-stay-candidate,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
annecy,Annecy 구시가지,lyon,spot,source/CURRENT/30_Places/annecy.md,source/CURRENT/30_Places/annecy.md,places/annecy.html,,lyon,,Y,N,Y,DEEP_GUIDE,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
annecy-cruise,annecy-cruise,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
annecy-palais-de-l-ile,annecy-palais-de-l-ile,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
arc-de-triomphe-longchamp,arc-de-triomphe-longchamp,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
arenes-d-arles,Arènes d’Arles,avignon,spot,source/CURRENT/30_Places/arenes-d-arles.md,source/CURRENT/30_Places/arenes-d-arles.md,places/arenes-d-arles.html,Day 22,avignon,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
arles,Arles,avignon,spot,source/CURRENT/30_Places/arles.md,source/CURRENT/30_Places/arles.md,places/arles.html,,avignon,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
arles-arenes,arles-arenes,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
arles-la-roquette,arles-la-roquette,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
arles-theatre-antique,arles-theatre-antique,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
atelier-des-lauves,Atelier des Lauves,aix,spot,source/CURRENT/30_Places/atelier-des-lauves.md,source/CURRENT/30_Places/atelier-des-lauves.md,places/atelier-des-lauves.html,Day 15,aix,,Y,N,Y,MEDIUM_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
auditSources,auditSources,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
avignon-centre,avignon-centre,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,Day 22,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_REGION_REF; NO_GENERATED_PAGE,N,
avignon-stay-candidate,avignon-stay-candidate,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
avignon-tgv,avignon-tgv,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,Day 23,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_REGION_REF; NO_GENERATED_PAGE,N,
bar-canete,bar-canete,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,Day 03,unknown,,N,N,N,NONE,2/11 facts,DATA_ONLY,,,NO_REGION_REF; NO_GENERATED_PAGE,N,
barcelona-gracia,barcelona-gracia,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
barcelona-historic-walk,Barcelona 역사도심 — Barri Gòtic·Rambla 권역,barcelona,walk,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,places/barcelona-historic-walk.html,,barcelona,walk,N,N,Y,NONE,0/11 facts,REGISTRY_ONLY,,,NO_DAY_REF,N,
barcelona-modernisme-walk,Barcelona Modernisme — Eixample 권역,barcelona,walk,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,places/barcelona-modernisme-walk.html,,barcelona,walk,N,N,Y,NONE,0/11 facts,REGISTRY_ONLY,,,NO_DAY_REF,N,
barcelona-sants,Barcelona Sants,barcelona,node,source/CURRENT/30_Places/barcelona-sants.md,source/CURRENT/30_Places/barcelona-sants.md,places/barcelona-sants.html,"Day 01,Day 04",barcelona,,Y,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,바르셀로나 철도 관문 노드 (Transit Node)
barcelona-stay,barcelona-stay,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
barri-gotic,Barri Gòtic,barcelona,spot,source/CURRENT/30_Places/barri-gotic.md,source/CURRENT/30_Places/barri-gotic.md,places/barri-gotic.html,Day 03,barcelona,,Y,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
bastide-du-jas-de-bouffan,Bastide du Jas de Bouffan,aix,spot,source/CURRENT/30_Places/bastide-du-jas-de-bouffan.md,source/CURRENT/30_Places/bastide-du-jas-de-bouffan.md,places/bastide-du-jas-de-bouffan.html,,aix,,N,N,Y,MEDIUM_GUIDE,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
bcn-airport-t1,bcn-airport-t1,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
bellecour,Bellecour,lyon,spot,source/CURRENT/30_Places/bellecour.md,source/CURRENT/30_Places/bellecour.md,places/bellecour.html,,lyon,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
biblioteca-de-catalunya,Biblioteca de Catalunya,barcelona,spot,source/CURRENT/30_Places/biblioteca-de-catalunya.md,source/CURRENT/30_Places/biblioteca-de-catalunya.md,places/biblioteca-de-catalunya.html,Day 03,barcelona,,Y,N,Y,SHORT_DESCRIPTION,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
bnf-richelieu,BnF Richelieu,paris,spot,source/CURRENT/30_Places/bnf-richelieu.md,source/CURRENT/30_Places/bnf-richelieu.md,places/bnf-richelieu.html,,paris,,Y,N,Y,MEDIUM_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
bnf-richelieu-salle-ovale,bnf-richelieu-salle-ovale,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
bodega-joan,bodega-joan,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,Day 02,unknown,,N,N,N,NONE,3/11 facts,DATA_ONLY,,,NO_REGION_REF; NO_GENERATED_PAGE,N,
bonnieux,Bonnieux,luberon,spot,source/CURRENT/30_Places/bonnieux.md,source/CURRENT/30_Places/bonnieux.md,places/bonnieux.html,,luberon,,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
bories-parking,bories-parking,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
bourse-de-commerce-pinault-collection,Bourse de Commerce — Pinault Collection,paris,spot,source/CURRENT/30_Places/bourse-de-commerce-pinault-collection.md,source/CURRENT/30_Places/bourse-de-commerce-pinault-collection.md,places/bourse-de-commerce-pinault-collection.html,,paris,,Y,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
cadaques,cadaques,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,Day 05,unknown,,Y,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_REGION_REF; NO_GENERATED_PAGE,N,
cafe-comptoir-abel,cafe-comptoir-abel,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,2/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
calanques,Calanques,aix,spot,source/CURRENT/30_Places/calanques.md,source/CURRENT/30_Places/calanques.md,places/calanques.html,,aix,,N,N,Y,DEEP_GUIDE,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
calella-de-palafrugell,Calella de Palafrugell,girona,spot,source/CURRENT/30_Places/calella-de-palafrugell.md,source/CURRENT/30_Places/calella-de-palafrugell.md,places/calella-de-palafrugell.html,,girona,,Y,N,Y,DEEP_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
canal-saint-martin,canal-saint-martin,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
cannes,Cannes,nice,spot,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,places/cannes.html,,nice,,Y,N,Y,NONE,1/11 facts,REGISTRY_ONLY,,,NO_DAY_REF,N,
cannes-forville-suquet-croisette-walk,cannes-forville-suquet-croisette-walk,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,walk,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
cannes-walk,Cannes Forville–Suquet–Croisette Walk,nice,walk,source/CURRENT/30_Places/cannes-walk.md,source/CURRENT/30_Places/cannes-walk.md,places/cannes-walk.html,,nice,walk,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
carrieres-de-bibemus,Carrières de Bibémus,aix,spot,source/CURRENT/30_Places/carrieres-de-bibemus.md,source/CURRENT/30_Places/carrieres-de-bibemus.md,places/carrieres-de-bibemus.html,,aix,,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
carrieres-des-lumieres,Carrières des Lumières,avignon,spot,source/CURRENT/30_Places/carrieres-des-lumieres.md,source/CURRENT/30_Places/carrieres-des-lumieres.md,places/carrieres-des-lumieres.html,,avignon,,N,N,Y,DEEP_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
casa-marieta,casa-marieta,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,2/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
cassis,Cassis 항구,aix,spot,source/CURRENT/30_Places/cassis.md,source/CURRENT/30_Places/cassis.md,places/cassis.html,,aix,,Y,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
castle-hill-elevator,castle-hill-elevator,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
cathedrale-saint-jean,cathedrale-saint-jean,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
cau-ferrat,Cau Ferrat,barcelona,spot,source/CURRENT/30_Places/cau-ferrat.md,source/CURRENT/30_Places/cau-ferrat.md,places/cau-ferrat.html,,barcelona,,N,N,Y,DEEP_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
cdg-airport,cdg-airport,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
cem-joan-miro,cem-joan-miro,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
centre-pompidou,Centre Pompidou,paris,spot,source/CURRENT/30_Places/centre-pompidou.md,source/CURRENT/30_Places/centre-pompidou.md,places/centre-pompidou.html,,paris,,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
chateau-royal-de-collioure,chateau-royal-de-collioure,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
chemin-du-fauvisme,chemin-du-fauvisme,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
chez-mamie-lise,chez-mamie-lise,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
chez-pipo,chez-pipo,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
cloitre-saint-trophime,Cloître Saint-Trophime,avignon,spot,source/CURRENT/30_Places/cloitre-saint-trophime.md,source/CURRENT/30_Places/cloitre-saint-trophime.md,places/cloitre-saint-trophime.html,Day 22,avignon,,Y,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
clos-montmartre,clos-montmartre,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
cn-atletic-barceloneta,cn-atletic-barceloneta,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
colline-du-chateau,Colline du Château (성채 언덕),nice,spot,source/CURRENT/30_Places/colline-du-chateau.md,source/CURRENT/30_Places/colline-du-chateau.md,places/colline-du-chateau.html,Day 08,nice,,Y,N,Y,SHORT_DESCRIPTION,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
collioure,Collioure,girona,spot,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,places/collioure.html,Day 05,girona,,Y,N,Y,NONE,2/11 facts,REGISTRY_ONLY,,,NONE,N,
cours-mirabeau,Cours Mirabeau,aix,spot,source/CURRENT/30_Places/cours-mirabeau.md,source/CURRENT/30_Places/cours-mirabeau.md,places/cours-mirabeau.html,,aix,,Y,N,Y,DEEP_GUIDE,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
cours-mirabeau-4,cours-mirabeau-4,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
cours-saleya,Cours Saleya,nice,spot,source/CURRENT/30_Places/cours-saleya.md,source/CURRENT/30_Places/cours-saleya.md,places/cours-saleya.html,Day 08,nice,,Y,N,Y,SHORT_DESCRIPTION,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
coustellet,Coustellet 생산자 시장,luberon,spot,source/CURRENT/30_Places/coustellet.md,source/CURRENT/30_Places/coustellet.md,places/coustellet.html,Day 16,luberon,,Y,N,Y,SHORT_DESCRIPTION,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
croix-rousse,Croix-Rousse,lyon,spot,source/CURRENT/30_Places/croix-rousse.md,source/CURRENT/30_Places/croix-rousse.md,places/croix-rousse.html,,lyon,,Y,N,Y,MEDIUM_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,"croix-rousse-slopes, croix-rousse-market",NO_DAY_REF,N,리옹 크루아루스 지구/언덕
daniel-et-denise-crequi,daniel-et-denise-crequi,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
days,days,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
eze,eze,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
far-de-tossa,far-de-tossa,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
fonda-cal-ros,fonda-cal-ros,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
fondation-maeght,fondation-maeght,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
fondation-vincent-van-gogh-arles,Fondation Vincent van Gogh Arles,avignon,spot,source/CURRENT/30_Places/fondation-vincent-van-gogh-arles.md,source/CURRENT/30_Places/fondation-vincent-van-gogh-arles.md,places/fondation-vincent-van-gogh-arles.html,,avignon,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
fort-saint-jean,Fort Saint-Jean,aix,spot,source/CURRENT/30_Places/fort-saint-jean.md,source/CURRENT/30_Places/fort-saint-jean.md,places/fort-saint-jean.html,Day 14,aix,,Y,N,Y,SHORT_DESCRIPTION,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
fou-de-fafa,fou-de-fafa,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
fourviere,Fourvière,lyon,spot,source/CURRENT/30_Places/fourviere.md,source/CURRENT/30_Places/fourviere.md,places/fourviere.html,Day 24,lyon,,Y,N,Y,MEDIUM_GUIDE,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
fourviere-lugdunum,fourviere-lugdunum,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
generatedAt,generatedAt,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
girona-call,girona-call,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
girona-cathedral,Girona Cathedral,girona,spot,source/CURRENT/30_Places/girona-cathedral.md,source/CURRENT/30_Places/girona-cathedral.md,places/girona-cathedral.html,,girona,,Y,N,Y,FACTS_ONLY,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,지로나 대성당
girona-old-town-walk,Girona 구시가지 — Call·성벽·대성당 권역,girona,walk,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,places/girona-old-town-walk.html,,girona,walk,N,N,Y,NONE,0/11 facts,REGISTRY_ONLY,,,NO_DAY_REF,N,
girona-stay-private,girona-stay-private,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
giverny,Giverny,paris,spot,source/CURRENT/30_Places/giverny.md,source/CURRENT/30_Places/giverny.md,places/giverny.html,,paris,,Y,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
giverny-fondation-claude-monet,giverny-fondation-claude-monet,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
glanum,Glanum,avignon,spot,source/CURRENT/30_Places/glanum.md,source/CURRENT/30_Places/glanum.md,places/glanum.html,,avignon,,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
gordes,Gordes,luberon,spot,source/CURRENT/30_Places/gordes.md,source/CURRENT/30_Places/gordes.md,places/gordes.html,Day 18,luberon,,Y,N,Y,MEDIUM_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
goult,Goult,luberon,spot,source/CURRENT/30_Places/goult.md,source/CURRENT/30_Places/goult.md,places/goult.html,Day 17,luberon,,Y,N,Y,SHORT_DESCRIPTION,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
gout-bistrot,gout-bistrot,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
grand-palais,Grand Palais,paris,spot,source/CURRENT/30_Places/grand-palais.md,source/CURRENT/30_Places/grand-palais.md,places/grand-palais.html,,paris,,Y,N,Y,DEEP_GUIDE,4/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
grand-palais-cezanne-et-nous,grand-palais-cezanne-et-nous,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
grasse,Grasse,aix,spot,source/CURRENT/30_Places/grasse.md,source/CURRENT/30_Places/grasse.md,places/grasse.html,Day 12,aix,,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
grasse-parking-notre-dame-des-fleurs,grasse-parking-notre-dame-des-fleurs,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
grasse-vieille-ville,grasse-vieille-ville,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
halles-de-lyon-paul-bocuse,Halles de Lyon Paul Bocuse,lyon,spot,source/CURRENT/30_Places/halles-de-lyon-paul-bocuse.md,source/CURRENT/30_Places/halles-de-lyon-paul-bocuse.md,places/halles-de-lyon-paul-bocuse.html,,lyon,,Y,N,Y,MEDIUM_GUIDE,4/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
hertz-avignon-tgv,hertz-avignon-tgv,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
