id,name,region,current_type,source_file,canonical_source_candidate,generated_url,day_refs,region_refs,walk_refs,map_ref,search_ref,has_dedicated_place_page,current_content_depth,facts_status,source_status,duplicate_candidate,alias_candidate,orphan_status,archive_candidate,notes
hertz-barcelona-sants,hertz-barcelona-sants,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
hertz-bcn-airport,hertz-bcn-airport,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
hertz-nice-ville,hertz-nice-ville,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
hippodrome-parislongchamp,hippodrome-parislongchamp,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
jardin-des-tuileries,jardin-des-tuileries,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
jardin-du-luxembourg,jardin-du-luxembourg,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
ju-maison-de-cuisine,ju-maison-de-cuisine,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
l-isle-sur-la-sorgue,L’Isle-sur-la-Sorgue,luberon,spot,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,places/l-isle-sur-la-sorgue.html,,luberon,,N,N,Y,NONE,1/11 facts,REGISTRY_ONLY,,,NO_DAY_REF,N,
la-fourchette,la-fourchette,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
la-paradeta-sagrada-familia,la-paradeta-sagrada-familia,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
la-roca-peratallada,la-roca-peratallada,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
la-roquette,La Roquette,avignon,spot,source/CURRENT/30_Places/la-roquette.md,source/CURRENT/30_Places/la-roquette.md,places/la-roquette.html,Day 22,avignon,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
la-table-alziari,la-table-alziari,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
la-zorra,la-zorra,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,Day 04,unknown,,N,N,N,NONE,3/11 facts,DATA_ONLY,,,NO_REGION_REF; NO_GENERATED_PAGE,N,
latin-quarter,Latin Quarter,paris,spot,source/CURRENT/30_Places/latin-quarter.md,source/CURRENT/30_Places/latin-quarter.md,places/latin-quarter.html,,paris,,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
latin-quarter-pantheon-rue-mouffetard-sorbonne-ile-saint-lou,latin-quarter-pantheon-rue-mouffetard-sorbonne-ile-saint-lou,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
le-criquet-arles,le-criquet-arles,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
le-freti,le-freti,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
le-gout-du-jour,le-gout-du-jour,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
le-marais,Le Marais,paris,spot,source/CURRENT/30_Places/le-marais.md,source/CURRENT/30_Places/le-marais.md,places/le-marais.html,,paris,,N,N,Y,MEDIUM_GUIDE,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
le-marais-place-des-vosges-carnavalet-archives,le-marais-place-des-vosges-carnavalet-archives,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
le-panier,Le Panier,aix,spot,source/CURRENT/30_Places/le-panier.md,source/CURRENT/30_Places/le-panier.md,places/le-panier.html,Day 14,aix,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
le-rocher,Le Rocher — 모나코 구시가지,nice,spot,source/CURRENT/30_Places/le-rocher.md,source/CURRENT/30_Places/le-rocher.md,places/le-rocher.html,Day 10,nice,,N,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
le-suquet,Le Suquet — 칸 구시가지,nice,spot,source/CURRENT/30_Places/le-suquet.md,source/CURRENT/30_Places/le-suquet.md,places/le-suquet.html,Day 09,nice,,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
le-suquet-cannes,le-suquet-cannes,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,2/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
les-baux-de-provence,Les Baux-de-Provence,avignon,spot,source/CURRENT/30_Places/les-baux-de-provence.md,source/CURRENT/30_Places/les-baux-de-provence.md,places/les-baux-de-provence.html,,avignon,,Y,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
les-cocottes-saint-louis,les-cocottes-saint-louis,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
les-halles,Les Halles,avignon,spot,source/CURRENT/30_Places/les-halles.md,source/CURRENT/30_Places/les-halles.md,places/les-halles.html,Day 20,avignon,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
les-halles-avignon,les-halles-avignon,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
les-halles-d-avignon,les-halles-d-avignon,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
lignes-dazur,lignes-dazur,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
lisle-sur-la-sorgue,lisle-sur-la-sorgue,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
llibreria-finestres,llibreria-finestres,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,Day 03,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_REGION_REF; NO_GENERATED_PAGE,N,
lourmarin,Lourmarin,luberon,spot,source/CURRENT/30_Places/lourmarin.md,source/CURRENT/30_Places/lourmarin.md,places/lourmarin.html,Day 16,luberon,,Y,N,Y,DEEP_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
luberon-stay-candidate,luberon-stay-candidate,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
lugdunum,lugdunum,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
lyon-part-dieu,lyon-part-dieu,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
lyon-stay-candidate,lyon-stay-candidate,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
macba,MACBA,barcelona,spot,source/CURRENT/30_Places/macba.md,source/CURRENT/30_Places/macba.md,places/macba.html,Day 03,barcelona,,Y,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
maison-des-canuts,maison-des-canuts,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
marche-collioure,marche-collioure,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
marche-croix-rousse,marche-croix-rousse,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,2/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
marche-de-la-liberation,Marché de la Libération,nice,spot,source/CURRENT/30_Places/marche-de-la-liberation.md,source/CURRENT/30_Places/marche-de-la-liberation.md,places/marche-de-la-liberation.html,Day 11,nice,,Y,N,Y,SHORT_DESCRIPTION,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
marche-forville,Marché Forville,nice,spot,source/CURRENT/30_Places/marche-forville.md,source/CURRENT/30_Places/marche-forville.md,places/marche-forville.html,Day 09,nice,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
marche-gordes,marche-gordes,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
marche-provencal-antibes,marche-provencal-antibes,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
marseille,Marseille,aix,spot,source/CURRENT/30_Places/marseille.md,source/CURRENT/30_Places/marseille.md,places/marseille.html,,aix,,N,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
marseille-le-panier,marseille-le-panier,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,2/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
marseille-saint-charles,marseille-saint-charles,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
marseille-vieux-port,marseille-vieux-port,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,2/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
menerbes,Ménerbes,luberon,spot,source/CURRENT/30_Places/menerbes.md,source/CURRENT/30_Places/menerbes.md,places/menerbes.html,Day 18,luberon,,Y,N,Y,SHORT_DESCRIPTION,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
mercat-de-la-concepcio,mercat-de-la-concepcio,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,3/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
mercat-del-lleo,mercat-del-lleo,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
monaco,Monaco,nice,spot,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,places/monaco.html,,nice,,Y,N,Y,NONE,3/11 facts,REGISTRY_ONLY,,,NO_DAY_REF,N,
monaco-rocher-port-monte-carlo-walk,monaco-rocher-port-monte-carlo-walk,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,walk,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
monaco-walk,Monaco Rocher–Port–Monte Carlo Walk,nice,walk,source/CURRENT/30_Places/monaco-walk.md,source/CURRENT/30_Places/monaco-walk.md,places/monaco-walk.html,,nice,walk,N,N,Y,MEDIUM_GUIDE,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
montagne-sainte-victoire-terrain-des-peintres,Montagne Sainte-Victoire · Terrain des Peintres,aix,spot,source/CURRENT/30_Places/montagne-sainte-victoire-terrain-des-peintres.md,source/CURRENT/30_Places/montagne-sainte-victoire-terrain-des-peintres.md,places/montagne-sainte-victoire-terrain-des-peintres.html,,aix,,N,N,Y,MEDIUM_GUIDE,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
montmartre-south-pigalle,Montmartre · South Pigalle,paris,spot,source/CURRENT/30_Places/montmartre-south-pigalle.md,source/CURRENT/30_Places/montmartre-south-pigalle.md,places/montmartre-south-pigalle.html,,paris,,Y,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
montorgueil,Montorgueil,paris,spot,source/CURRENT/30_Places/montorgueil.md,source/CURRENT/30_Places/montorgueil.md,places/montorgueil.html,,paris,,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
montorgueil-les-halles,montorgueil-les-halles,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
mucem,Mucem,aix,spot,source/CURRENT/30_Places/mucem.md,source/CURRENT/30_Places/mucem.md,places/mucem.html,Day 14,aix,,Y,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
musee-chagall,musee-chagall,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
musee-d-orsay,Musée d'Orsay,paris,spot,source/CURRENT/30_Places/musee-d-orsay.md,source/CURRENT/30_Places/musee-d-orsay.md,places/musee-d-orsay.html,Day 32,paris,,Y,N,Y,DEEP_GUIDE,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
musee-de-l-orangerie,Musée de l'Orangerie,paris,spot,source/CURRENT/30_Places/musee-de-l-orangerie.md,source/CURRENT/30_Places/musee-de-l-orangerie.md,places/musee-de-l-orangerie.html,,paris,,Y,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
musee-de-l-orangerie-monet-peindre-le-temps,musee-de-l-orangerie-monet-peindre-le-temps,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
musee-de-la-photographie-charles-negre,musee-de-la-photographie-charles-negre,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
musee-des-beaux-arts-lyon,musee-des-beaux-arts-lyon,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
musee-des-tissus,musee-des-tissus,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
musee-du-louvre,Musée du Louvre,paris,spot,source/CURRENT/30_Places/musee-du-louvre.md,source/CURRENT/30_Places/musee-du-louvre.md,places/musee-du-louvre.html,,paris,,Y,N,Y,MEDIUM_GUIDE,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
musee-explorations-du-monde,musee-explorations-du-monde,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
musee-gadagne,musee-gadagne,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
musee-granet,Musée Granet,aix,spot,source/CURRENT/30_Places/musee-granet.md,source/CURRENT/30_Places/musee-granet.md,places/musee-granet.html,Day 13,aix,,Y,N,Y,MEDIUM_GUIDE,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
musee-marmottan-monet,Musée Marmottan Monet,paris,spot,source/CURRENT/30_Places/musee-marmottan-monet.md,source/CURRENT/30_Places/musee-marmottan-monet.md,places/musee-marmottan-monet.html,,paris,,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
musee-matisse-nice,musee-matisse-nice,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
musee-photographie-charles-negre,musee-photographie-charles-negre,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
musee-picasso-antibes,musee-picasso-antibes,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
museu-de-maricel,museu-de-maricel,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,2/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
museum-of-jewish-history,museum-of-jewish-history,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
navigo-idfm,navigo-idfm,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
nce-t2,NCE T2,nice,node,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,places/nce-t2.html,,nice,,N,N,Y,NONE,1/11 facts,REGISTRY_ONLY,,,NO_DAY_REF,N,니스 공항 터미널 2 (Transit Node)
nice-airport-terminal-2,nice-airport-terminal-2,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
nice-old-town-castle-hill-walk,nice-old-town-castle-hill-walk,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,walk,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
nice-stay-candidate,nice-stay-candidate,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
nice-ville,Nice-Ville,nice,node,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,places/nice-ville.html,"Day 09,Day 10",nice,,Y,N,Y,NONE,1/11 facts,REGISTRY_ONLY,,,NONE,N,니스 중앙역 (Transit Node)
nice-walk,Nice Old Town–Castle Hill Walk,nice,walk,source/CURRENT/30_Places/nice-walk.md,source/CURRENT/30_Places/nice-walk.md,places/nice-walk.html,,nice,walk,N,N,Y,MEDIUM_GUIDE,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
nocturnes-avignon-musees,nocturnes-avignon-musees,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
notre-dame-de-la-garde,Notre-Dame de la Garde,aix,spot,source/CURRENT/30_Places/notre-dame-de-la-garde.md,source/CURRENT/30_Places/notre-dame-de-la-garde.md,places/notre-dame-de-la-garde.html,,aix,,N,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
notre-dame-de-paris,Notre-Dame de Paris,paris,spot,source/CURRENT/30_Places/notre-dame-de-paris.md,source/CURRENT/30_Places/notre-dame-de-paris.md,places/notre-dame-de-paris.html,,paris,,Y,N,Y,MEDIUM_GUIDE,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
onyar,Onyar 강변,girona,spot,source/CURRENT/30_Places/onyar.md,source/CURRENT/30_Places/onyar.md,places/onyar.html,,girona,,Y,N,Y,FACTS_ONLY,2/11 facts,CANONICAL_MD_AND_REGISTRY,,cases-de-l-onyar / ponts-de-l-onyar,NO_DAY_REF,N,Onyar 강변 파사드 및 다리군
opera-bastille,opera-bastille,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
oppede-le-vieux,Oppède-le-Vieux,luberon,spot,source/CURRENT/30_Places/oppede-le-vieux.md,source/CURRENT/30_Places/oppede-le-vieux.md,places/oppede-le-vieux.html,,luberon,,N,N,Y,SHORT_DESCRIPTION,0/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
palais-de-chaillot,palais-de-chaillot,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
palais-de-tokyo,palais-de-tokyo,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
palais-des-papes,Palais des Papes,avignon,spot,source/CURRENT/30_Places/palais-des-papes.md,source/CURRENT/30_Places/palais-des-papes.md,places/palais-des-papes.html,Day 20,avignon,,Y,N,Y,DEEP_GUIDE,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
palais-garnier,palais-garnier,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
palais-royal,palais-royal,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,"Day 30,Day 33",unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_REGION_REF; NO_GENERATED_PAGE,N,
palau-de-maricel,Palau de Maricel,barcelona,spot,source/CURRENT/30_Places/palau-de-maricel.md,source/CURRENT/30_Places/palau-de-maricel.md,places/palau-de-maricel.html,,barcelona,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
pals,Pals,girona,spot,source/CURRENT/30_Places/pals.md,source/CURRENT/30_Places/pals.md,places/pals.html,Day 06,girona,,Y,N,Y,MEDIUM_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
pals-abeurador-parking,pals-abeurador-parking,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
